
> my-app@0.1.0 dev
> next dev --hostname 0.0.0.0 --port 3000

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://0.0.0.0:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 913ms
 GET / 200 in 639ms (compile: 549ms, render: 90ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 77ms (compile: 7ms, render: 70ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 37ms (compile: 1222µs, render: 36ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 29ms (compile: 1231µs, render: 28ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 29ms (compile: 1018µs, render: 28ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 29ms (compile: 1949µs, render: 27ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 35ms (compile: 1052µs, render: 33ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 46ms (compile: 1820µs, render: 44ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 48ms (compile: 1389µs, render: 46ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 36ms (compile: 1728µs, render: 34ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 35ms (compile: 1292µs, render: 33ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 37ms (compile: 1255µs, render: 36ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 38ms (compile: 1073µs, render: 36ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 37ms (compile: 5ms, render: 32ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1273µs, render: 31ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1180µs, render: 31ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 33ms (compile: 1116µs, render: 32ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 24ms (compile: 1219µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1375µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1813µs, render: 30ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1764µs, render: 30ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 24ms (compile: 1039µs, render: 23ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1045µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 29ms (compile: 1487µs, render: 27ms)
